Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #13
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #14
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #15
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #16
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #17
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #18
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #19
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #20
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #21
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #22
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #23
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #24
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #25
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #26
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #27
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #28
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #29
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #30
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #31
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #32
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #33
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #34
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #35
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #36
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #37
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #38
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #39
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #40
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #41
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #42
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #43
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #44
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #45
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #46
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #47
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #48
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #49
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #50
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #51
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #52
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #53
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #54
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #55
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #56
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #57
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #58
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Red Block #59
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #60
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #61
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #62
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #63
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #64
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #65
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #66
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #67
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #68
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #69
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #70
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #71
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #72
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Red Block #73
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #74
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #75
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #76
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #77
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #78
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Red Block #79
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #80
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #81
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #82
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #83
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #84
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #85
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #86
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #87
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #88
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #89
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #90
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #91
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #92
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #93
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #94
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #95
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #96
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #97
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #98
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #99
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #100
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #101
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #102
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #103
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #104
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #105
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #106
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #107
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #108
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #109
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #110
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #111
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #112
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #113
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #114
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #115
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #116
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #117
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #118
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #119
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #120
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #121
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #122
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #123
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #124
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #125
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #126
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #127
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #128
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #129
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #130
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #131
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #132
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #133
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #134
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #135
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #136
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #137
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #138
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #139
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #140
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #141
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #142
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #143
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #144
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #145
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #146
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #147
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #148
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #149
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #150
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #151
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #152
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #153
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #154
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #155
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #156
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #157
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #158
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #159
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #160
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #161
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #162
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #163
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #164
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #165
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #166
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #167
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #168
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #169
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #170
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #171
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #172
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #173
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #174
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #175
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #176
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #177
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #178
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Orange Block #179
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #180
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #181
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #182
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #183
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #184
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #185
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #186
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #187
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #188
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #189
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #190
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #191
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #192
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Orange Block #193
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #194
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #195
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #196
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #197
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #198
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Orange Block #199
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #200
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #201
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #202
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #203
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #204
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #205
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #206
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Yellow Block #207
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Yellow Block #208
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Yellow Block #209
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #210
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #211
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #212
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #213
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #214
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #215
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #216
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Yellow Block #217
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Yellow Block #218
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Yellow Block #219
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #220
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #221
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #222
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #223
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #224
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #225
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #226
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #227
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #228
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #229
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #230
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #231
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #232
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Yellow Block #233
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #234
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #235
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #236
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #237
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #238
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Yellow Block #239
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #240
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #241
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #242
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #243
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Lime Block #244
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Lime Block #245
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Lime Block #246
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Lime Block #247
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Lime Block #248
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Lime Block #249
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #250
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #251
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #252
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #253
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Lime Block #254
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Lime Block #255
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Lime Block #256
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Lime Block #257
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Lime Block #258
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Light Lime Block #259
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #260
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Dark Lime Block #261
